ID,Tenure in Nuvemshop in months,Monthly Sales,Employee Count,Current plan id,Estimated Page Views,Rank - Domain,Product Count - Domain,Estimated Sales - Domain,Combined Followers,Number of technologies,Avg Total Users,Avg - Total Visits,Avg - Average Bounce Rate,Avg - Average Time On Site,Avg - Average Pages Per Visit,Avg - real visits,Followers,Posts,Semrush Rank,Organic Keywords,Organic Traffic,Adwords Keywords,Adwords Traffic,PLA keywords,Average ticket value
1921,24.73159909,"4,771.70",,55,452,4601878,157,"4,513.18",,2,712,713,0.7,284,2,534,,,,,,,,,1295.71
1922,#N/A,433.77,,#N/A,237,2998659,284,"2,364.05",,6,,,,,,,15125,420,,,,,,,#N/A
1923,24.91843601,"1,026.99",,56,150,6455166,,"1,504.39",,2,,,,,,,3256,208,,,,,,,125.92
1924,24.9030115,"1,372.13",,56,,10622606,32,50,23,6,,,,,,,2365,367,,,,,,,247.1
1925,24.52341249,"1,233.51",,56,237,4875288,4,"2,364.05",,7,,,,,,,3039,124,,,,,,,210.65
1926,25.04152554,"6,789.27",,56,6851,2595099,255,"25,628.46",,1,5334,5334,0.8,408,7,4401,18020,494,,,,,,,254.56
1927,24.69286776,"1,220.25",,56,,,,,,,,,,,,,,,,,,,,,90.56
1928,24.51220094,"1,242.14",,56,904,4902614,136,"5,641.48",,2,7046,7046,0.5,7,2,3523,,,,,,,,,95.64
1929,18.30474537,"3,456.41",,55,237,5074656,,"2,364.05",,8,,,,,,,2014,536,,,,,,,354.99
1930,23.16453069,"4,284.23",,55,,9937359,,50,,5,,,,,,,4720,217,,,,,,,221.44
1931,25,"1,854.91",,56,107,6669483,14,"1,074.56",,7,169,169,0.5,2,3,84,8125,982,,,,,,,142.11
1932,26.28750635,"3,850.52",,56,5925,1501706,1,"24,009.89",,6,925,925,1,0,1,925,25568,426,,,,,,,209.37
1933,25.50423536,"5,174.91",,56,280,4860095,13,"2,793.87",110,6,,,,,,,2624,537,,,,,,,87.48
1934,25.66699373,"3,367.49",,56,172,5949893,11,"1,719.31",,8,299,299,1,0,1,299,4565,233,,,,,,,215.38
1935,25.94996005,791.14,,56,,13587584,26,,560,7,,,,,,,1615,928,,,,,,,166.98
1936,25.34582213,"9,143.99",,56,43,8695855,135,500,,2,579,876,0,498,13,,15237,839,,,,,,,109.26
1937,27.07297976,"5,255.26",,56,129,6027172,3,"1,289.48",,1,,,,,,,,,,,,,,,312.01
1938,22.09701016,"1,393.35",,56,711,4998835,37,"4,432.59",,6,348,348,0,417,7,,10566,398,,,,,,,156.42
1939,26.1511884,"1,369.52",,56,1659,3274984,301,"10,342.72",,7,,,,,,,4467,1016,,,,,,,132.35
1940,21.71754854,264.45,,56,21,9558104,,500,,1,,,,,,,916,153,,,,,,,114.55
1941,26.78155839,"1,219.55",,56,409,5394460,203,"4,083.36",,3,,,,,,,,,,,,,,,266.82
1942,26.74000448,"8,541.73",,56,150,5560019,220,"1,504.39",,2,1,1,0.5,14,2,1,13914,556,,,,,,,173.99
1943,22.74628248,"1,095.67",,56,,9903086,,50,,2,,,,,,,,,,,,,,,67.81
1944,27.68845355,"2,933.93",,56,1012,3609602,373,"6,313.09",,1,,,,,,,41205,1061,,,,,,,193.18
1945,27.30457437,"4,488.49",,56,258,5126532,157,"2,578.96",,8,,,,,,,,,,,,,,,107.67
1946,27.18147215,"4,499.56",,56,43,8686588,161,500,17100,9,,,,,,,7422,709,,,,,,,144.26
1947,27.38314255,"6,218.35",,56,344,5759063,,"3,438.62",14,4,,,,,,,43812,1218,,,,,,,116.81
1948,#N/A,330.59,,#N/A,21,4098295,19,500,156,8,,,,,,,11892,9,,,,,,,#N/A
1949,27.47502016,"3,382.48",,56,19650,2282706,363,"61,250.42",,6,918,1094,0.2,417,2,244,998,3,,,,,,,208.88
1950,27.65912037,"1,880.63",,56,1400,3201530,416,"8,730.87",,6,,,,,,,3299,436,,,,,,,246.55
1951,24.33191383,921.07,,56,172,6158509,5,"1,719.31",,3,562,562,1,0,1,562,1531,210,,,,,,,106.44
1952,27.24887806,"2,748.89",,55,,13586482,,,,1,,,,,,,3127,33,,,,,,,80.91
1953,27.83616861,"9,671.79",,56,,,,,,,,,,,,,,,,,,,,,129.7
1954,27.4736141,961.67,,56,21,9733166,13,500,,5,,,,,,,2317,448,,,,,,,290.37
1955,28.20897364,"4,667.91",,56,21,9435403,30,500,27,3,,,,,,,64118,2364,,,,,,,266.89
1956,28.69320341,"8,641.10",,56,2111,2381067,4,"13,163.46",,6,1138,1138,0.6,23,23,658,3365,854,,,,,,,330.93
1957,28.69821125,"1,877.37",,56,3210,2821231,1082,"15,010.38",,6,11844,11943,0.3,104,3,4060,,,,,,,,,322.7
1958,30.00562425,385.46,,56,172,6326643,103,"1,719.31",,4,1,1,0,2,2,,3725,614,,,,,,,113
1959,29.24575792,"5,072.92",,56,2154,3050401,252,"13,432.11",,1,386,386,0.7,8,1,257,48661,5882,,,,,,,377.57
1960,29.28634707,"3,972.44",,56,452,3006787,3,"4,513.18",15,6,151,151,0.5,167,5,75,19504,52,,,,,,,174.78
1961,27.71643817,380.59,,56,21,9261374,49,500,,2,,,,,,,,,,,,,,,49.79
1962,28.82196647,"10,324.58",,56,172,5685457,177,"1,719.31",,6,,,,,,,332708,4063,,,,,,,174.53
1963,30.17370706,"2,379.20",,56,,,,,,,,,,,,,,,,,,,,,519.64
1964,30.30790659,"8,240.77",,56,5515,2698417,1186,"22,351.03",,4,1852,6193,0.2,553,26,1496,32668,753,,,,,,,197.67
1965,30.49183356,652.56,,55,,,,,,,,,,,,,,,,,,,,,50
1966,26.2805578,"1,454.13",,56,3813,1130186,30,"17,831.12",,7,330,330,0.5,2,3,165,,,,,,,,,228.17
1967,30.11255936,"8,638.58",,56,775,4343641,215,"4,835.55",,2,480,480,1,1,1,480,,,,,,,,,369.48
1968,31.00279047,"8,902.89",,56,7476,1033892,14,"27,965.65",,10,562,562,1,0,1,562,3534,436,,,,,,,422.42
1969,30.10476142,"11,368.34",,56,258,5015346,311,"2,578.96",,8,,,,,,,41448,1472,,,,,,,157.68
1970,30.30264524,550.7,,56,,,,,,,,,,,,,,,,,,,,,89.49
1971,29.86195602,"7,506.39",,55,366,5048446,13,"3,653.53",,7,763,763,0.5,457,5,382,21506,940,,,,,,,220.95
1972,31.02060409,"3,347.21",,56,215,5306282,203,"2,149.13",,2,562,562,1,0,1,562,4080,1435,,,,,,,316.48
1973,30.39831467,314.91,,56,2585,2801897,2,"12,894.82",,1,,,,,,,19916,405,,,,,,,31.27
1974,30.57915285,"1,485.64",,56,1228,2396126,230,"7,656.30",,8,7419,42359,0.3,242,6,10660,32529,3758,,,,,,,127.7
1975,31.29888441,"14,869.01",,56,452,5536288,3,"4,513.18",,5,,,,,,,71321,254,,,,,,,348.44
1976,26.43665584,"1,378.95",,55,,11049142,,50,51,7,,,,,,,7312,274,,,,,,,159.23
1977,29.23495034,"4,859.07",,55,1551,3159984,350,"9,671.11",,8,4084,4084,0.9,223,2,3772,197720,1209,,,,,,,176.59
1978,32.34354988,"2,647.81",,56,1185,3770093,360,"7,387.66",,1,627,627,0.5,8,8,313,,,,,,,,,206.23
1979,32.81232602,"2,294.07",,56,150,13115555,26,"1,504.39",,6,579,298,0,50,2,,,,,,,,,,212.18
1980,32.01391054,"2,748.60",,56,,10542537,,50,,8,,,,,,,,,,,,,,,270.71
1981,31.30322245,409.44,,56,64,8663283,,644.74,,8,,,,,,,1022,207,,,,,,,83.71
1982,29,"8,358.52",,56,323,2355665,3,"3,223.70",,8,418,422,0.3,36,2,118,45934,401,,,,,,,136.85
1983,31.917954,"3,100.45",,56,344,5539566,2,"3,438.62",,3,263,263,0.3,3,2,88,7038,192,,,,,,,172.26
1984,32.52053987,"2,046.95",,56,1616,2250733,16,"10,074.08",,1,,,,,,,8480,231,,,,,,,287.24
1985,32.46278562,"8,028.65",,55,4977,3123815,31,"21,719.72",,3,37,37,0,4,4,,6697,373,,,,,,,188.25
1986,33.70027255,"14,315.50",,56,2865,3235313,257,"14,291.76",,2,327,1570,0.8,156,2,1177,65318,2927,,,,,,,133.04
1987,33.8115457,"1,979.08",,56,86,8546358,30,859.65,183,5,,,,,,,8494,4654,,,,,,,166.74
1988,33.35417488,"13,690.57",,56,581,2447999,26,"3,626.66",,2,,,,,,,,,,,,,,,300.04
1989,31.61862903,687.77,,56,,9513870,53,50,,3,786,786,0,238,2,,3753,425,,,,,,,166.47
1990,33.11560559,"19,804.83",,56,64,8720263,5,644.74,147,1,,,,,,,19734,716,,,,,,,270.46
1991,33.1395501,"4,984.80",,56,,,,,,,,,,,,,,,,,,,,,415.29
1992,33.75101628,"4,678.30",,56,1551,1464877,1140,"9,671.11",,9,7529,14517,0.3,4,2,4076,53752,4850,,,,,,,950.51
1993,33.73822133,"10,390.73",,55,1185,3824964,14,"7,387.66",,8,562,562,1,0,1,562,37563,1072,,,,,,,315.38
1994,29.3239882,"1,925.20",,56,107,8750150,4,"1,074.56",3687,3,,,,,,,2198,204,,,,,,,140.51
1995,13.46140382,"9,745.49",,55,193,5679155,31,"1,934.22",,2,595,595,1,0,1,595,17461,459,,,,,,,221.22
1996,#N/A,239.9,,#N/A,,13581545,1178,,,6,273,273,0.5,56,3,137,1013,137,,,,,,,#N/A
1997,35.06770759,"6,353.35",,56,,,,,,,,,,,,,,,,,,,,,157.84
1998,35.50668869,"11,598.33",,56,754,2251341,3,"4,701.23",200,4,540,540,0.5,920,6,269,50579,267,,,,,,,117.83
1999,36.78090016,"8,577.29",,56,452,2781683,37,"4,513.18",,9,595,595,1,0,1,595,148558,1490,,,,,,,207.76
2000,37.30962104,"15,097.77",,56,904,3684276,57,"5,641.48",,3,1075,2573,0.2,202,12,613,36118,1776,,,,,,,232.83
2001,36.70924432,455.79,,56,,10980518,1,50,,2,,,,,,,512,1,,,,,,,244.93
2002,#N/A,"2,620.21",,#N/A,21,9554825,161,500,,5,,,,,,,22962,625,,,,,,,#N/A
2003,38.36059999,"10,874.77",,56,1271,2194505,56,"7,924.94",,8,355,355,0,203,13,,20226,3149,,,,,,,318.61
2004,38.37361858,"11,409.62",,56,,,,,,,,,,,,,,,,,,,,,609.03
2005,37.8199425,"3,203.26",,56,818,1773158,57,"5,104.20",,4,,,,,,,15774,2038,,,,,,,214.51
2006,38.05771804,"2,124.77",,56,,13158886,1094,50,1,3,,,,,,,28154,98,,,,,,,162.42
2007,38.05509222,"3,008.74",,56,129,6535078,121,"1,289.48",,2,,,,,,,3988,350,,,,,,,229.24
2008,38.09228233,"2,386.00",,56,474,1996229,127,"4,728.10",,9,7274,7514,0.5,2,2,3757,1241,198,,,,,,,169.7
2009,38.17489994,"9,209.18",,56,1055,3969042,17,"6,581.73",,6,355,355,1,0,1,355,10925,119,,,,,,,199.53
2010,35.90776508,"1,879.05",,56,1809,3624482,40,"11,282.97",,2,1,1,1,0,1,1,17896,521,,,,,,,226.25
2011,39.06243802,"1,709.29",,56,193,6223612,4,"1,934.22",,2,,,,,,,40013,634,,,,,,,133.24
2012,37.71947021,"7,004.42",,56,1314,1976765,197,"8,193.58",,8,658,658,0,17,17,,17630,969,,,,,,,191.48
2013,39.16956653,"1,218.80",,56,21,3747590,17,500,,4,,,,,,,12567,411,,,,,,,218.83
2014,39.67689068,431.83,,56,43,9017897,158,500,,8,,,,,,,4991,876,,,,,,,223
2015,39,"2,293.32",,56,,8678859,,500,,8,658,658,1,1,1,658,,,,,,,,,282.04
2016,39.70754032,"7,889.43",,56,797,4025931,242,"4,969.88",,2,659,659,0,6,6,,11903,1526,,,,,,,83.93
2017,40.57106818,"19,196.22",,56,215,5891888,149,"2,149.13",,2,,,,,,,242432,3083,,,,,,,206.8
2018,39.71169542,397.72,,56,172,5837478,44,"1,719.31",117,3,299,299,1,0,1,299,5006,117,,,,,,,185.04
2019,39.92586768,688.47,,56,2930,3193953,33,"14,614.13",,1,355,355,1,0,1,355,,,,,,,,,238.33
2020,40,"1,141.73",,56,,6796347,,50,,2,,,,,,,6432,591,,,,,,,134.07
2021,19.0768007,"1,551.41",,56,,,,,,,,,,,,,,,,,,,,,105.79
2022,40.87575941,"1,187.96",,56,,,,,,,,,,,,,,,,,,,,,159.79
2023,39.27698738,"1,854.87",,56,1853,1434325,104,"11,551.61",,10,5546,5766,0.7,77,1,3805,715,104,,,,,,,470.36
2024,40.38954786,"1,912.75",,56,818,4909118,56,"5,104.20",,2,,,,,,,5641,897,,,,,,,223.8
2025,41.13864434,"6,822.68",,56,43,9292273,58,500,,6,,,,,,,75877,1336,,,,,,,152.49
2026,39.67513889,"9,377.83",,56,1206,1779411,121,"7,521.98",155,1,,,,,,,63520,1556,,,,,,,347.16
2027,40.60353495,"10,175.41",,56,409,4960318,152,"4,083.36",,9,627,956,0,85,3,,17812,354,,,,,,,211.16
2028,30.72376269,453.72,,56,,,,,,,,,,,,,,,,,,,,,72.58
2029,40.93380115,"9,668.55",,56,689,4401934,2,"4,298.27",,1,11552,34955,0.7,46,2,23105,,,,,,,,,294.28
2030,40.91788344,"1,581.10",,56,1034,4212266,12,"6,447.41",,5,1,1,1,0,1,1,3707,1001,,,,,,,148.34
2031,40.91214382,"2,944.94",,56,15513,601005,296,"48,355.59",2613,8,939,1179,0.5,2,3,589,33433,481,,,,,,,152.56
2032,41.06652106,264.82,,56,344,5595290,40,"3,438.62",,1,960,960,1,1,1,960,124,86,,,,,,,135.06
2033,41.16078853,"2,823.62",,56,1077,1747340,12,"6,716.05",,3,629,1287,1,1,1,1287,8519,498,,,,,,,147.68
2034,41.26424171,"1,053.88",,56,107,6367646,265,"1,074.56",,8,,,,,,,61493,5709,,,,,,,389.18
2035,39.7725911,"7,360.06",,56,,,,,,,,,,,,,,,,,,,,,269.79
2036,42.45138964,"16,576.58",,56,1249,3477541,122,"7,790.62",,8,,,,,,,68228,377,,,,,,,236.43
2037,41.34101852,"7,206.49",,56,258,5057494,169,"2,578.96",193,11,595,595,0,186,6,,10891,625,,,,,,,267.87
2038,41.78764188,"3,369.53",,56,,,,,,,,,,,,,,,,,,,,,220.72
2039,30.1600743,"6,614.86",,56,150,6140009,1,"1,504.39",,4,,,,,,,4870,226,,,,,,,426.59
2040,40.428097,"2,120.60",,56,193,5294223,144,"1,934.22",,2,684,713,0.5,54,6,355,20335,639,,,,,,,237.86
2041,41.96489098,"15,708.75",,56,3899,1236569,435,"18,234.09",,4,162,162,0.5,234,10,84,44351,888,,,,,,,177.55
2042,20.47156437,"2,505.71",,55,129,8662996,,"1,289.48",,1,,,,,,,,,,,,,,,288.77
2043,42.03302793,"10,177.27",,56,280,4036952,79,"2,793.87",,9,,,,,,,20293,464,,,,,,,511.81
2044,15.6794493,"1,637.75",,55,64,8782029,46,644.74,,2,,,,,,,4955,1364,,,,,,,229.88
2045,32.48319295,"4,517.54",,56,,,,,,,,,,,,,,,,,,,,,440.11
2046,42.47100209,812.77,,56,1314,1449639,4,"8,193.58",12,6,,,,,,,3933,882,,,,,,,143.8
2047,42.23160506,"3,661.90",,56,560,5039307,315,"3,492.34",,7,,,,,,,8288,648,,,,,,,130.14
2048,41.66580048,783.51,,56,43,9010743,138,500,,1,,,,,,,6839,1268,,,,,,,89.12
2049,42.6167279,"5,066.81",,56,4955,2843613,1562,"21,625.69",,1,480,480,1,1,1,480,23216,924,,,,,,,111.48
2050,42.68058804,"6,463.20",,56,517,4736668,104,"5,157.93",,2,287,287,0.7,1,2,192,1859,375,,,,,,,102.8
2051,41.26847222,"1,609.27",,56,172,5464080,315,"1,719.31",,4,562,1124,1,0,1,1124,3195,1086,,,,,,,97.67
2052,42.92549657,388.85,,56,43,8874420,278,500,,8,1,1,1,0,1,1,56213,1982,,,,,,,148.86
2053,43.00277554,"1,623.63",,56,4632,1673507,17,"20,215.32",804,5,679,679,0.5,108,3,339,7834,414,,,,,,,97.84
2054,41.28022364,718.16,,56,193,5964146,41,"1,934.22",,3,,,,,,,4003,489,,,,,,,102.25
2055,42.82025836,"1,652.92",,56,237,4437043,55,"2,364.05",,3,,,,,,,62030,2664,,,,,,,143.21
2056,43.24582176,"13,416.00",,56,237,5503706,19,"2,364.05",,1,,,,,,,38584,982,,,,,,,141.56
2057,43.87476254,"11,569.37",,56,21,13021217,4,500,,2,,,,,,,,,,,,,,,124.8
2058,43.43317988,"4,275.22",,56,10256,2400428,697,"35,165.26",274,8,2683,2683,0.7,106,2,1793,10012,529,,,,,,,157.81
2059,17.17050254,266.44,,56,,10046861,,50,37,1,,,,,,,2570,877,,,,,,,96.67
2060,43.84123133,"1,420.45",,56,,,,,,,,,,,,,,,,,,,,,402.79
2061,43.5558983,708.29,,56,,,,,,,,,,,,,,,,,,,,,347.62
2062,43.89314665,455.1,,56,129,5144022,337,"1,289.48",,3,394,394,0.6,39,2,245,,,,,,,,,197.31
2063,42.95816346,392.48,,56,193,3033286,2,"1,934.22",90,5,,,,,,,2920,50,,,,,,,170
2064,43.55556676,380.53,,56,237,5921513,,"2,364.05",456,6,,,,,,,5077,124,,,,,,,45
2065,44.03225396,"17,633.45",,56,258,5983949,199,"2,578.96",,6,299,299,1,0,1,299,13956,736,,,,,,,186.81
2066,44.14883998,"1,470.86",,56,581,1865732,250,"3,626.66",,2,8250,8250,0.7,6,1,5500,12249,2440,,,,,,,98.22
2067,42.79531586,"11,915.18",,56,9480,1239249,17,"32,505.70",293,7,9701,9764,0.9,93,2,8705,15824,335,,,,,,,293
2068,37.78493877,"2,089.16",,56,1788,1938493,280,"11,148.65",2300,9,687,1249,0.8,77,2,957,5669,277,,,,,,,133.5
2069,44.62402703,"2,035.00",,56,129,6515040,38,"1,289.48",,6,,,,,,,2133,401,,,,,,,1137.33
2070,44.37532594,"4,395.62",,55,86,8959143,,859.65,,2,,,,,,,10685,44,,,,,,,184.3
2071,45.78134259,"7,222.07",,56,,,,,,,,,,,,,,,,,,,,,83.15
2072,45.27570938,"1,306.90",,56,2477,2988243,179,"12,357.54",74,4,894,894,1,0,1,894,20396,3512,,,,,,,155.72
2073,45.27590726,"6,145.50",,56,43,8963395,,500,,10,1,1,1,0,1,1,,,,,,,,,245.12
2074,45.06375821,"8,704.39",,56,366,5740045,52,"3,653.53",,2,,,,,,,33135,503,,,,,,,119.68
2075,37.72346662,"1,076.53",,56,560,2539953,109,"3,492.34",238,2,377,753,0,967,8,,18026,208,,,,,,,80.79
2076,44.02296371,"4,554.00",,56,6830,2938329,178,"25,547.87",,10,817,1036,0.7,2,2,691,25129,518,,,,,,,212.26
2077,45.6411477,"1,517.10",,56,560,3754229,143,"3,492.34",,2,,,,,,,17281,1495,,,,,,,98.55
2078,46.51243877,"2,710.31",,56,43,8561642,276,500,551,5,282,282,0,19,7,,5425,8,,,,,,,54.09
2079,45.66589232,"15,981.54",,56,1659,3514606,242,"10,342.72",,5,595,595,1,0,1,595,122118,1805,,,,,,,426.11
2080,46.3710622,"1,647.09",,56,21,8725625,39,500,,4,,,,,,,12530,237,,,,,,,235.25
2081,#N/A,"2,816.89",,#N/A,452,5199747,315,"4,513.18",,4,1,1,1,0,1,1,15688,2335,,,,,,,#N/A
2082,46.46967518,"9,681.52",,56,603,3800019,406,"3,760.99",,9,,,,,,,21856,2821,,,,,,,1381.99
2083,46.81329413,"9,403.03",,56,883,2173300,253,"5,507.16",31,8,1,1,0,4,4,,10692,370,,,,,,,1242.45
2084,47.64660581,"2,711.98",,55,344,4348254,90,"3,438.62",2900,10,1,1,1,1,1,1,48762,676,,,,,,,104.16
2085,46.82253211,"2,037.31",,56,344,4994111,42,"3,438.62",,2,,,,,,,5793,394,,,,,,,394.51
2086,46.82072655,"14,608.10",,56,1249,3583919,12,"7,790.62",1007,8,658,1316,0,11,11,,21342,137,,,,,,,203.01
2087,45.73210312,233.75,,56,409,4559774,312,"4,083.36",,11,37,111,1,1,1,111,77521,2848,,,,,,,86.81
2088,46.33426971,"4,012.04",,56,409,13001221,148,"4,083.36",,8,443,561,0.8,46,2,467,66037,2027,,,,,,,645.86
2089,47.12548536,"6,584.17",,56,1788,3522474,107,"11,148.65",,2,,,,,,,4720,1304,,,,,,,396.45
2090,47.30404159,851.39,,56,129,6245870,194,"1,289.48",,4,,,,,,,28902,1064,,,,,,,71.88
2091,47.96736298,"11,535.48",,56,,,,,,,,,,,,,,,,,,,,,200.23
2092,42.02100284,"6,179.97",,56,86,6503242,251,859.65,,6,191,191,0,27,2,,15049,2769,,,,,,,114.22
2093,48.04844086,903.62,,56,4998,3576856,190,"21,813.74",1232,3,809,1800,0.4,272,3,790,132261,1191,,,,,,,92.51
2094,29.01353905,"1,935.07",,56,150,6177939,,"1,504.39",,7,,,,,,,51886,907,,,,,,,89.11
2095,48.24290136,873.12,,56,215,3070684,59,"2,149.13",,2,481,481,1,1,1,481,20646,1176,,,,,,,197.8
2096,48.71753435,"13,612.66",,56,193,2880074,29,"1,934.22",,1,,,,,,,12739,995,,,,,,,197.39
2097,48.66074485,"5,927.15",,56,409,5534396,168,"4,083.36",,2,,,,,,,13241,1863,,,,,,,179.54
2098,49.31174134,"10,811.18",,56,,,,,,,,,,,,,,,,,,,,,113.8
2099,48.50031325,"10,799.56",,56,1680,1611110,16,"10,477.04",,2,885,1183,0.5,471,3,573,51401,948,,,,,,,186.18
2100,46.54716697,"3,296.25",,56,86,2552807,128,859.65,,4,,,,,,,32122,898,,,,,,,201.85
2101,48.69852711,"8,025.02",,56,3339,1111926,720,"15,614.82",,6,5285,6099,0.6,191,2,3448,5472,367,,,,,,,186.15
2102,49.64938097,"12,615.09",,56,732,3855075,14,"4,566.91",,9,,,,,,,21952,853,,,,,,,199.4
2103,49,"10,732.76",,56,323,5448878,221,"3,223.70",,2,,,,,,,16464,1244,,,,,,,257.04
2104,50.0681993,374,,56,,,,,,,,,,,,,,,,,,,,,40
2105,49.27778749,"10,363.91",,56,409,4634328,373,"4,083.36",,6,,,,,,,13772,1054,,,,,,,338.71
2106,50,"16,634.91",,56,,,,,,,,,,,,,,,,,,,,,310.11
2107,49.6162052,"8,259.03",,56,1572,1973595,40,"9,805.44",3580,9,6808,7029,0.5,159,2,3335,2871,176,,,,,,,548.54
2108,29.9384823,"13,442.12",,55,,,,,,,,,,,,,,,,,,,,,317.6
2109,49.91502576,"13,160.20",,56,409,5537498,33,"4,083.36",,6,7448,7448,0.5,480,4,3724,74346,3146,,,,,,,464.43
2110,49.36889598,"7,066.90",,56,3296,1132464,141,"15,413.34",,3,479,479,0.5,1,2,240,42214,3102,,,,,,,580.18
2111,47.50461022,"2,911.56",,56,6270,2728686,325,"25,406.83",,6,3615,4090,0.6,234,2,2521,1023,67,,,,,,,162.47
2112,50.23607079,428.21,,56,969,4031881,4,"6,044.44",,1,,,,,,,2656,422,,,,,,,256.57
2113,50.11658826,"2,617.78",,56,2865,3057367,168,"14,291.76",16,6,743,743,0.2,371,4,124,1338,267,,,,,,,1816.76
2114,50.74858796,"16,032.91",,56,2283,2201178,265,"14,238.03",36200,7,8855,21603,0.8,161,2,16693,562323,16908,,,,,,,190.5
2115,49.18763105,"12,123.50",,56,754,2802488,47,"4,701.23",,6,4789,8540,0.4,103,4,3519,,,,,,,,,259.79
2116,39.59062127,"11,387.20",,56,711,3879052,191,"4,432.59",,6,,,,,,,135334,2696,,,,,,,141.38
2117,50.26800889,"1,899.26",,56,150,3545375,354,"1,504.39",,6,,,,,,,3165,1167,,,,,,,1014.22
2118,50.90326986,"2,139.08",,56,1206,3518148,48,"7,521.98",,2,314,314,0.5,4,2,157,379,19,,,,,,,105.3
2119,51.18276732,869.97,,56,646,2861446,152,"4,029.63",,6,,,,,,,1321,467,,,,,,,253.6
2120,51.26497424,"1,915.56",,56,8209,1916596,38,"30,705.80",,6,,,,,,,1460,161,,,,,,,477.77
2121,51.18454413,541.84,,56,603,4579527,38,"3,760.99",,2,13496,13496,1,1,1,13496,,,,,,,,,143.78
2122,49.67364173,822.81,,56,2090,3241755,169,"13,029.14",12,7,324,324,0.7,69,3,216,3345,383,,,,,,,75.05
2123,50.81989471,"2,366.15",,56,,,,,,,,,,,,,,,,,,,,,100.73
2124,48.43468937,513.02,,56,,13599738,14,,,1,,,,,,,23998,355,,,,,,,82.08
2125,52.95850172,"9,689.81",,56,818,4754664,11,"5,104.20",,2,,,,,,,18762,127,,,,,,,293.55
2126,21.85109394,"14,407.58",,56,237,5903597,29,"2,364.05",,4,1,1,0,257,2,,,,994265,88,29,0,0,0,218.76
2127,52.36162933,"2,954.93",,56,1443,1605218,367,"8,999.51",6,6,5974,6350,1,1,1,6348,85295,865,,,,,,,118.5
2128,51.44217966,244.22,,56,732,3650909,144,"4,566.91",,5,562,562,0,101,2,,,,,,,,,,49.35
2129,54.02338486,"13,975.60",,56,64,8893619,4,644.74,,1,330,332,0.9,15,1,298,,,,,,,,,134.73
2130,55.31292899,"13,131.44",,56,344,12063846,15,"3,438.62",711,13,1232,1161,0.5,281,4,539,1256,327,,,,,,,586.01
2131,55.86029607,"5,366.02",,56,3339,3027173,217,"15,614.82",496,5,544,613,0.4,6,2,270,76431,1160,,,,,,,138.25
2132,56,"3,055.04",,56,,,,,,,,,,,,,,,,,,,,,85.42
2133,54.49156661,"4,485.54",,56,37340,405392,680,"104,750.31",,6,7323,8141,0.9,199,1,7172,33162,872,,,,,,,258.9
2134,58.26896767,"2,897.34",,56,107,13037709,17,"1,074.56",,6,877,845,0.1,182,6,94,16513,477,,,,,,,160.69
2135,57.56774343,"15,706.81",,56,8058,1042933,638,"30,141.65",2958,8,5424,10083,0.8,1,2,8139,34799,1839,,,,,,,160.72
2136,58.58595243,521.98,,55,150,5949644,26,"1,504.39",,6,,,,,,,16609,709,,,,,,,192.45
2137,59.2938131,"3,831.20",,56,323,5132260,133,"3,223.70",522,3,,,,,,,24474,1291,,,,,,,141.07
2138,63.42147439,781.02,,56,86,3709443,452,859.65,,5,,,,,,,1623,235,,,,,,,39.04
2139,63.66783527,529.12,,56,,,,,,,,,,,,,,,,,,,,,162.79
2140,64.53951464,"1,234.20",,56,1012,3406543,7905,"6,313.09",,1,537,774,0.9,4,1,666,,,,,,,,,326.25
2141,64.89454114,110.66,,56,129,3053266,272,"1,289.48",,1,,,,,,,1572,26,,,,,,,53.68
2142,64.71611447,"1,127.59",,56,7670,763703,1,"28,690.98",,3,6318,6815,0.8,464,2,5258,4100,486,,,,,,,122.1
2143,66.06865927,"7,813.82",,56,3016,947021,231,"15,043.96",1269,6,,,,,,,34275,1392,,,,,,,175.14
2144,65.75832997,"1,149.65",,56,2111,1332281,4,"13,163.46",24810,2,562,562,0,96,3,,69365,1967,,,,,,,199.28
2145,67.53304025,229.05,,56,452,2125360,102,"4,513.18",,6,,,,,,,1239,438,,,,,,,99.21
2146,67.29625411,"1,214.51",,56,840,2328931,32,"5,238.52",,2,7228,7468,0.5,1,2,3734,20170,237,,,,,,,237.98
2147,67.78608647,"2,343.12",,56,603,4643430,105,"3,760.99",,6,,,,,,,,,,,,,,,115.87
2148,68.20583744,"16,966.21",,56,7218,1102933,1675,"26,998.54",9160,6,3847,3848,0.3,649,8,1283,336879,1532,,,,,,,74.34
2149,69.58088224,863.77,,56,754,3556393,204,"4,701.23",56,2,,,,,,,67117,6326,,,,,,,166.11
2150,68.23651098,"1,355.13",,56,,13248027,347,500,,1,2348,3006,0,40,4,,590,1981,,,,,,,292.11
2151,71,"3,387.37",,56,,,,,,,,,,,,,,,,,,,,,120.03
2152,69.86080384,"2,629.32",,56,301,2883096,118,"3,008.79",,6,1,1,1,0,1,1,27295,3586,,,,,,,175.02
2153,72.18203778,806.19,,56,86,6115918,334,859.65,192,6,562,562,0,8,2,,2982,37,,,,,,,37.57
2154,71.37785058,"4,183.65",,56,6550,1392910,163,"26,541.85",,6,475,475,0.5,81,9,238,22435,2734,,,,,,,304.88
